review_id,user_name,review_text,rating,thumbs_up_count,review_created_version,app_version,review_date,developer_reply,developer_reply_date,brand,platform,lang_param,country_param,scraped_at
de9f0ef7-0c61-4aed-98c8-6ae596950bd2,DoctorX,Please increase the board long size,4,0,0.22.6,0.22.6,2026-03-23 15:14:47,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
b1708ccb-adee-4ab4-a064-582b3430b7fd,Gustavo Barbosa,Please allow premoving in puzzles and add racer :) Update: It's possible to move much faster in timed puzzles now,5,4,0.22.6,0.22.6,2026-03-23 14:40:47,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
2439669f-c2a8-49e5-ad3a-ac564f9a7a9c,J. Sisya,old app design was better,3,0,0.22.7,0.22.7,2026-03-23 10:09:25,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
febd1319-1862-41fb-9cdb-bd5a40c8b42a,Abuhena Rony,"best chess game ever, no ads",5,1,,,2026-03-23 06:03:37,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
739df8e8-83a8-487f-9422-eda9d95f2700,alaar9t,"Moves animation in LichessTV is very fast. I don't like it, especially when I watch rapid or classic.",3,0,0.22.7,0.22.7,2026-03-22 22:02:47,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
0b973b7e-9a20-449a-bcf6-ea0dfcbec62f,MAnny,pls 🥺🙏 add a Black and White Box Chess Board,4,0,0.22.6,0.22.6,2026-03-22 17:59:39,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
38339cb3-1665-4f29-aa3f-7ba2876c933b,Atharva Pandit,"ui can be better , but overall good game and nice free puzzles",5,1,0.21.9,0.21.9,2026-03-22 06:14:40,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
ee840739-ddac-4307-a5eb-4cf563393f64,Niel Anderson,chess pure and simple,5,1,0.22.4,0.22.4,2026-03-22 06:00:49,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
cd356537-231e-4f33-b38b-c6224bf83023,moffasa moffasa,"piece animations is slow, make it fast",4,0,,,2026-03-22 03:15:12,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
e5cd3198-601d-44cf-a791-5f04700532d6,Mihaly Nemeth,"It used to be maximum star app. Previously I had only one issue, namely, when I won, the other player messaged me ""you thrash!"". So, I reported that player minimum 3 times, but despite the policy, he/she kept being amongst the players instead of being kicked out for such an unacceptable behaviour! But now the Puzzles feature became unusable because it is infested with it-doesn't-make-any-sense puzzles!",1,4,0.22.6,0.22.6,2026-03-21 16:13:14,,,Lichess,Google Play,en,us,2026-04-17 17:51:35
